q p orbit
5.729372 2.089861 4
3.546641 2.352450 4
1.067775 1.708010 4
5.491287 2.146018 4
3.080663 2.189140 4
0.717348 1.691151 4
5.149936 2.314134 4
2.680266 2.088147 4
0.540433 1.765866 4
5.053144 2.412415 4
2.720158 2.150411 4
0.677163 1.823884 4
5.289741 2.381415 4
3.165563 2.322233 4
1.024466 1.835434 4
5.630415 2.215131 4
3.585752 2.418195 4
1.235880 1.794422 4
5.739388 2.095202 4
3.583313 2.368212 4
1.108692 1.718225 4
5.537204 2.128461 4
3.154062 2.212733 4
0.761226 1.685722 4
5.187884 2.292559 4
2.711367 2.092003 4
0.546531 1.755247 4
5.045431 2.405832 4
2.687188 2.133394 4
0.641074 1.818374 4
5.243286 2.395101 4
3.093106 2.298434 4
0.977138 1.837280 4
5.592746 2.239542 4
3.549990 2.414856 4
1.225938 1.802417 4
5.743466 2.103381 4
3.611517 2.381886 4
1.144991 1.729105 4
5.579900 2.113845 4
3.227142 2.236955 4
0.808041 1.682668 4
5.230186 2.269569 4
2.750844 2.099067 4
0.558541 1.744243 4
5.044356 2.397104 4
2.662639 2.118876 4
0.609989 1.812106 4
5.200053 2.405600 4
3.021837 2.273598 4
0.927943 1.838038 4
5.550835 2.264602 4
3.506237 2.408589 4
1.209523 1.809684 4
5.741560 2.114313 4
3.631063 2.393469 4
1.175997 1.740254 4
5.618631 2.102383 4
3.298053 2.261085 4
0.856865 1.682197 4
5.275964 2.245636 4
2.798311 2.109374 4
0.576358 1.733082 4
5.049945 2.386271 4
2.646693 2.106981 4
0.584303 1.805101 4
5.160916 2.412960 4
2.953453 2.248468 4
0.877985 1.837679 4
5.505436 2.289627 4
